order_id,product_id,add_to_cart_order,reordered
15391,14783,34,1
15463,43352,1,1
15463,32689,2,1
15463,23985,3,1
15463,13176,4,1
15463,30827,5,1
15556,1560,1,1
15627,33198,1,1
15627,25466,2,1
15627,36968,3,1
15627,36342,4,1
15627,6347,5,1
15627,7521,6,1
15627,21607,7,1
15627,43768,8,1
15627,5450,9,1
15627,31720,10,1
15627,10234,11,1
15627,27344,12,1
15627,27241,13,1
15627,5876,14,1
15627,43355,15,1
15627,2309,16,0
15627,36872,17,0
15627,33294,18,0
15627,28849,19,0
15645,10246,1,0
15645,9839,2,1
15645,21903,3,1
15645,5692,4,1
15645,8193,5,1
15645,14129,6,1
15645,4451,7,1
15645,18117,8,0
15645,12980,9,1
15645,17316,10,0
15649,7878,1,1
15649,429,2,1
15649,44799,3,1
15649,6046,4,1
15649,43568,5,1
15649,47305,6,1
15649,31589,7,1
15728,36640,1,1
15728,21903,2,1
15728,30391,3,0
15728,30461,4,0
15728,6383,5,1
15728,14437,6,0
15728,18154,7,0
15728,18926,8,0
15728,4957,9,0
15729,27639,1,1
15729,27845,2,1
15729,46906,3,1
15729,19019,4,1
15729,25890,5,0
15793,17460,1,1
15793,48559,2,1
15793,1110,3,1
15793,14218,4,1
15793,14582,5,0
15793,16797,6,1
15793,35989,7,1
15793,24852,8,1
15793,6031,9,0
15793,23670,10,0
15793,2079,11,0
15793,28842,12,1
15793,16570,13,0
15858,19660,1,1
15858,18531,2,1
15858,12995,3,1
15858,49005,4,1
15861,47209,1,1
15861,31373,2,1
15861,36956,3,1
15861,21137,4,1
15861,6287,5,1
15861,25757,6,1
15861,47838,7,1
15861,22739,8,0
15861,39928,9,1
15861,29687,10,1
15861,5134,11,0
15861,5491,12,1
15861,20233,13,1
15861,13176,14,1
15861,26714,15,1
15861,22825,16,1
15861,46906,17,1
15861,5876,18,1
15861,39475,19,1
15861,9839,20,1
15861,10504,21,1
15861,46979,22,1
15861,29270,23,1
15861,8174,24,1
15861,5103,25,1
15894,24852,1,1
15894,19760,2,0
15914,13176,1,1
15914,8174,2,1
15914,31717,3,1
15914,33527,4,1
15914,34005,5,1
15914,19366,6,1
15914,9092,7,1
15914,45007,8,1
15914,7676,9,1
15914,27104,10,1
15914,34969,11,1
15914,18656,12,1
15914,43961,13,0
15914,24964,14,1
15914,46667,15,1
15914,13829,16,0
15914,39134,17,0
15914,21614,18,1
15914,46900,19,1
15914,35321,20,1
15914,14034,21,0
15914,17689,22,0
15914,21616,23,1
15917,30391,1,1
15917,31717,2,1
15917,14084,3,1
15917,35633,4,1
15917,9138,5,1
15917,8518,6,1
15917,11182,7,1
15917,16349,8,1
15917,27966,9,1
15917,6046,10,1
15917,22963,11,0
15917,17944,12,0
15917,34565,13,0
15917,28851,14,1
15917,17429,15,0
16018,46667,1,1
16018,37642,2,1
16018,30630,3,1
16018,20113,4,1
16018,23015,5,1
16018,25157,6,1
16018,17794,7,1
16018,31288,8,1
16018,28058,9,1
16018,37947,10,1
16018,39557,11,0
16018,4605,12,1
16018,5134,13,0
16018,25659,14,1
16018,39168,15,0
16018,1883,16,1
16018,10768,17,1
16018,248,18,0
16018,20781,19,0
16018,19240,20,0
16054,42736,1,1
16054,14947,2,1
16054,44632,3,1
16054,24125,4,1
16054,24852,5,1
16054,13166,6,1
16054,47626,7,1
16054,46906,8,1
16054,25817,9,0
16054,43961,10,0
16054,32740,11,1
16054,39322,12,1
16054,41836,13,1
16054,34310,14,0
16054,4487,15,0
16054,13660,16,0
16054,5328,17,0
16203,34358,1,1
16203,4605,2,1
16203,8518,3,1
16203,5618,4,1
16203,14992,5,1
16203,18479,6,1
16203,5024,7,1
16203,10565,8,0
16203,4597,9,1
16203,40706,10,1
16203,43789,11,1
16203,25005,12,0
16203,30169,13,1
16203,18523,14,0
16203,31371,15,1
16203,38656,16,1
16203,7781,17,0
16203,9387,18,1
16203,47626,19,1
16203,16797,20,0
16219,21137,1,1
16219,7781,2,1
16219,47672,3,0
16219,39275,4,0
16219,41290,5,1
16219,34668,6,1
16219,5785,7,1
16245,11422,1,1
16245,7963,2,1
16245,33071,3,1
16245,27966,4,1
16245,21137,5,1
16245,46979,6,1
16245,30795,7,1
16245,30442,8,0
16245,32666,9,0
16245,41570,10,0
16245,7948,11,0
16245,23537,12,0
16245,34551,13,0
16245,43920,14,0
16245,35249,15,0
16245,22825,16,0
16245,43122,17,1
16245,46969,18,1
16245,27925,19,1
16245,26723,20,0
16245,37687,21,1
16245,43789,22,1
16245,13984,23,1
16245,5808,24,1
16245,14901,25,0
16369,33884,1,0
16369,19903,2,0
16369,4620,3,0
16369,790,4,0
16369,25089,5,0
16369,28842,6,0
16369,44987,7,0
16369,29487,8,1
16369,41480,9,1
16369,33379,10,0
16369,8237,11,0
16369,46979,12,1
16369,26152,13,0
16369,44481,14,0
16369,27072,15,1
16421,48938,1,0
16421,39200,2,0
16421,15134,3,0
16421,25545,4,0
16421,5632,5,0
16421,6793,6,0
16421,49655,7,0
16421,37146,8,0
16480,45066,1,1
16480,47766,2,1
16480,49683,3,1
16480,25890,4,1
16480,48487,5,1
16480,41665,6,1
16480,10603,7,1
16480,8424,8,1
16480,44882,9,0
16480,26209,10,1
16480,24964,11,1
16480,4367,12,0
16480,8479,13,0
16480,25537,14,0
16480,27156,15,1
16480,3376,16,1
16486,43154,1,1
16486,26405,2,1
16486,40939,3,1
16486,22028,4,1
16486,48812,5,0
16486,49235,6,0
16486,500,7,0
16486,17976,8,0
16486,196,9,0
16507,1729,1,0
16507,12341,2,0
16515,13176,1,0
16515,13517,2,0
16515,39964,3,0
16515,42828,4,0
16515,41570,5,0
16515,23516,6,0
16516,2748,1,1
16516,13176,2,1
16516,35921,3,1
16516,19057,4,1
16516,49235,5,1
16516,2263,6,1
16516,31066,7,1
16516,2362,8,0
16516,8854,9,0
16525,39657,1,1
16638,47626,1,0
16638,6013,2,0
16638,25610,3,0
16638,49191,4,1
16638,49235,5,1
16638,17948,6,1
16638,24184,7,1
16638,9839,8,1
16638,38689,9,1
16638,47209,10,1
16638,29447,11,1
16638,42265,12,1
16638,15649,13,1
16638,13176,14,1
16638,33120,15,1
16638,41375,16,1
16638,18918,17,1
16638,24489,18,1
16679,42110,1,1
16679,47209,2,1
16679,12756,3,1
16679,42828,4,1
16679,16744,5,1
16679,30561,6,1
16679,21137,7,1
16679,9480,8,1
16717,29439,1,0
16717,27010,2,0
16717,38890,3,0
16717,17316,4,0
16717,21050,5,1
16717,32163,6,1
16717,11461,7,1
16717,47357,8,0
16717,7628,9,0
16717,34358,10,0
16717,41665,11,1
16717,35042,12,0
16717,16261,13,0
16717,29228,14,0
16717,27800,15,0
16729,23236,1,1
16729,31954,2,1
16729,48927,3,1
16729,41273,4,1
16775,44267,1,1
16775,4354,2,1
16775,1940,3,1
16775,12785,4,1
16775,31871,5,1
16775,45061,6,1
16775,5199,7,0
16775,21859,8,0
16775,8193,9,0
16775,6046,10,0
16775,44136,11,0
16775,15200,12,0
16775,27398,13,1
16775,39407,14,1
16799,35167,1,0
16799,49667,2,0
16799,24852,3,1
16799,25340,4,1
16862,20082,1,1
16862,22963,2,1
16862,12276,3,0
16862,39275,4,0
16862,21198,5,0
16862,43889,6,1
16862,40724,7,0
16862,8424,8,0
16862,39113,9,0
16862,21137,10,1
16862,35946,11,1
16862,5115,12,0
16862,10060,13,0
16862,25890,14,0
16862,7806,15,0
16959,26369,1,1
16959,10243,2,0
17076,39461,1,1
17076,4210,2,1
17076,47815,3,1
17076,6550,4,1
17076,36323,5,0
17198,44368,1,1
17198,10734,2,0
17198,1117,3,0
17198,311,4,0
17198,22617,5,0
17198,9411,6,1
17198,16797,7,0
17198,31893,8,0
17198,40731,9,0
17222,36443,1,0
17222,37371,2,0
17222,12403,3,0
17222,35845,4,0
17222,388,5,0
17222,8424,6,0
17222,7752,7,0
17222,38819,8,0
17222,14005,9,0
17267,6155,1,1
17267,26689,2,1
17267,38459,3,1
17267,12276,4,0
17333,30233,1,1
17333,5785,2,0
17333,22474,3,0
17333,2966,4,1
17333,4605,5,0
17333,28824,6,0
17333,25824,7,1
17333,18418,8,0
17333,27423,9,0
17340,29615,1,1
17340,20682,2,1
17340,19926,3,0
17340,5460,4,0
17340,9462,5,0
17340,7644,6,1
17340,7600,7,0
17340,47577,8,0
17340,19933,9,0
17451,41682,1,1
17451,30353,2,1
17451,39947,3,1
17451,5322,4,0
17451,35221,5,0
17451,38656,6,0
17545,42871,1,1
17545,5782,2,1
17545,9387,3,1
17545,35221,4,1
17545,35752,5,1
17545,8638,6,1
17545,39041,7,1
17545,37096,8,0
17545,1099,9,1
17545,1940,10,1
17545,31766,11,1
17545,13176,12,1
17545,30696,13,1
17545,39299,14,1
17545,13559,15,1
17545,40310,16,1
17545,23545,17,1
17545,43961,18,1
17545,42026,19,1
17545,7781,20,1
17545,148,21,1
17545,3265,22,1
17545,34127,23,1
17545,32429,24,1
17545,29905,25,1
17545,33095,26,1
17545,7606,27,1
17545,41453,28,0
17545,15945,29,0
17545,6193,30,0
17545,25837,31,0
17600,38272,1,0
17600,5876,2,1
17600,26283,3,1
17600,17794,4,1
17600,16349,5,0
17634,16540,1,1
17634,21137,2,0
17634,39928,3,0
17634,895,4,0
17634,20899,5,1
17634,30720,6,0
17634,36695,7,0
17634,43101,8,0
17634,23765,9,0
17634,43961,10,0
17704,47141,1,1
17704,40332,2,1
17704,27356,3,1
17704,46189,4,0
17704,25952,5,1
17704,24273,6,1
17704,844,7,1
17704,15599,8,1
17704,213,9,1
17704,49060,10,1
17704,41336,11,1
17704,22429,12,0
17704,3438,13,0
17738,38120,1,0
17738,32047,2,0
17738,37886,3,1
17738,23106,4,1
17738,13176,5,1
17738,43619,6,1
17738,32657,7,0
17738,12785,8,0
17738,32115,9,1
17738,196,10,1
17738,35124,11,0
17738,9492,12,1
17738,26878,13,1
17738,4562,14,0
17738,33184,15,1
17738,44325,16,1
17738,25952,17,1
17738,18288,18,1
17753,41806,1,1
17753,37754,2,1
17753,27966,3,1
17753,34358,4,1
17753,8193,5,1
17753,8528,6,1
17753,27695,7,1
17753,12756,8,1
17753,5769,9,0
17753,5818,10,1
17753,19626,11,0
17753,14814,12,0
17753,32035,13,1
17753,49235,14,1
17787,39322,1,1
17787,39928,2,1
17787,22124,3,1
17787,45066,4,1
17787,42562,5,1
17787,25513,6,1
17787,24631,7,1
17787,2750,8,1
17813,8518,1,1
17813,9839,2,1
17813,22935,3,1
17813,27104,4,1
17813,23165,5,1
17813,47626,6,1
17813,8174,7,1
17813,24964,8,1
17813,329,9,1
17813,25659,10,1
17813,13176,11,1
17813,13621,12,1
17813,40396,13,1
17813,45007,14,1
17813,47209,15,1
17813,46979,16,1
17813,44233,17,1
17813,11322,18,1
17813,30505,19,1
17813,4367,20,1
17813,15226,21,1
17813,26940,22,0
17813,32177,23,1
17813,39812,24,1
17813,27521,25,0
17813,36070,26,1
17828,47766,1,1
17828,46654,2,1
17828,26497,3,1
17828,47626,4,0
17828,3561,5,1
17828,1416,6,0
17843,23315,1,1
17843,28572,2,1
17843,42526,3,1
17843,26604,4,1
17843,7681,5,0
17843,11520,6,1
17843,27521,7,1
17843,37158,8,1
17843,5484,9,1
17843,17027,10,0
17843,31506,11,1
17843,42508,12,1
17843,32961,13,1
17843,24850,14,0
17843,9839,15,1
17843,32864,16,1
17843,43086,17,1
17843,36724,18,1
17843,5991,19,1
17843,28601,20,1
17843,29142,21,0
17843,27554,22,1
17884,31635,1,1
17884,23879,2,1
17884,40310,3,1
17884,3957,4,1
17884,21280,5,0
17900,39275,1,0
17900,13176,2,1
17900,6348,3,1
17900,13252,4,1
17900,13541,5,1
17900,27890,6,1
17900,40849,7,1
17900,37080,8,1
17900,28278,9,0
17900,5322,10,0
17900,37646,11,0
17900,32177,12,0
17900,45007,13,1
17900,30391,14,1
17900,45200,15,0
17900,27336,16,0
17900,21137,17,1
17918,31890,1,1
17918,43045,2,1
17918,29117,3,1
17918,24373,4,1
17939,18725,1,1
17939,21447,2,1
17939,28060,3,1
17939,16797,4,1
17939,24508,5,1
17939,14492,6,1
17939,31747,7,1
17939,32748,8,1
17939,18049,9,0
17939,22495,10,0
17939,34467,11,0
17939,19488,12,0
17939,15283,13,0
17939,46979,14,0
17939,8475,15,0
17939,22699,16,0
17939,44641,17,0
17939,6849,18,0
17939,27830,19,0
18025,22873,1,0
18025,46962,2,0
18025,3957,3,1
18025,44643,4,0
18025,24964,5,1
18025,47209,6,1
18025,35510,7,1
18025,21903,8,1
18025,13176,9,0
18025,39812,10,1
18025,12419,11,1
18025,5876,12,1
18031,35400,1,0
18031,14650,2,0
18031,31215,3,1
18031,38033,4,0
18031,35951,5,1
18031,13603,6,1
18056,25734,1,0
18056,5077,2,1
18056,11422,3,1
18056,24852,4,1
18056,11773,5,0
18056,48440,6,0
18056,14536,7,0
18056,39844,8,0
18056,48902,9,1
18056,28322,10,1
18056,24361,11,1
18153,5077,1,1
18153,49235,2,1
18153,651,3,1
18153,42736,4,1
18153,13176,5,1
18153,26209,6,1
18153,5876,7,1
18153,38656,8,0
18153,45645,9,1
18153,47585,10,0
18153,12480,11,0
18153,38903,12,0
18153,44987,13,1
18153,39877,14,1
18153,41556,15,0
18153,45007,16,1
18153,5025,17,1
18153,28842,18,0
18153,27104,19,1
18153,5991,20,0
18153,24964,21,1
18153,24553,22,0
18153,19678,23,1
18153,48364,24,0
18153,14814,25,0
18173,29447,1,0
18173,24941,2,0
18173,36550,3,0
18173,11959,4,0
18173,23499,5,0
18173,23959,6,0
18173,39958,7,0
18173,38250,8,0
18190,7987,1,0
18269,4081,1,1
18269,22070,2,1
18269,32700,3,1
18269,13083,4,1
18269,49312,5,1
18269,26296,6,1
18269,12614,7,1
18269,31239,8,1
18269,30170,9,1
18269,33409,10,1
18269,19145,11,1
18269,23341,12,0
18269,16089,13,0
18269,37145,14,0
18341,18465,1,1
18341,10749,2,0
18341,21938,3,0
18341,5818,4,0
18341,26209,5,0
18341,34969,6,0
18341,39479,7,0
18369,29447,1,1
18369,27104,2,0
18369,35504,3,1
18369,18465,4,0
18369,5670,5,0
18369,41319,6,0
18369,21903,7,0
18369,48679,8,0
18417,35199,1,0
18417,11121,2,0
18417,18534,3,1
18417,29345,4,1
18426,27796,1,1
18426,8424,2,1
18426,26477,3,1
18426,5450,4,1
18426,44799,5,1
18426,12697,6,1
18426,1263,7,1
18426,27790,8,1
18426,36431,9,0
18426,25839,10,0
18426,27020,11,1
18426,36758,12,1
18426,34050,13,1
18426,26111,14,1
18426,16948,15,1
18426,45622,16,1
18426,27288,17,1
18426,43930,18,1
18426,40330,19,0
18426,21019,20,1
18454,31553,1,0
18454,48705,2,0
18454,29307,3,0
18454,2135,4,0
18454,27012,5,1
18454,46676,6,1
18454,15404,7,1
18454,40852,8,1
18454,47516,9,1
18454,14952,10,1
18454,5976,11,1
18454,24852,12,1
18454,260,13,0
18454,1181,14,0
18454,4591,15,0
18457,18860,1,1
18457,8367,2,1
18457,37115,3,1
18483,13176,1,1
18483,19691,2,1
18483,12341,3,1
18483,43352,4,1
18483,21573,5,0
18483,43892,6,1
18483,37389,7,1
18489,17487,1,0
18489,11777,2,1
18489,36724,3,0
18489,21903,4,1
18489,32734,5,1
18489,7562,6,1
18489,13605,7,1
18489,14161,8,1
18489,13176,9,1
18489,35921,10,1
18489,43154,11,1
18489,46906,12,1
18489,16797,13,1
18489,34335,14,1
18489,24952,15,1
18504,43913,1,1
18530,27104,1,0
18530,34423,2,1
18530,21927,3,1
18530,30707,4,1
18530,148,5,1
18530,37065,6,1
18530,20114,7,1
18530,8174,8,1
18530,24307,9,1
18530,13176,10,1
18530,2164,11,1
18530,28993,12,1
18530,26209,13,1
18530,5077,14,1
18530,12384,15,1
18530,46654,16,1
18530,25146,17,1
18530,43504,18,1
18530,13834,19,1
18530,3800,20,1
18530,34969,21,1
18530,35376,22,1
18614,26848,1,0
18614,20574,2,0
18614,21137,3,0
18614,47144,4,0
18614,16185,5,0
18614,311,6,0
18614,10814,7,0
18614,46650,8,0
18614,15392,9,0
18614,43713,10,0
18614,27323,11,0
18654,1194,1,0
18654,46107,2,0
18654,25670,3,0
18654,41290,4,0
18654,19171,5,1
18654,19019,6,1
18674,16185,1,1
18674,8021,2,1
18674,13829,3,1
18674,33622,4,0
18747,40268,1,0
18747,1588,2,0
18774,31688,1,0
18774,42585,2,1
18774,21903,3,1
18774,47209,4,1
18774,19706,5,1
18774,36412,6,1
18774,43122,7,1
18774,22260,8,1
18774,14267,9,1
18774,39928,10,1
18774,5491,11,1
18774,49044,12,1
18774,30192,13,1
18774,2664,14,1
18774,39990,15,1
18774,11078,16,1
18774,44560,17,1
18774,45045,18,1
18774,39977,19,0
18774,6891,20,0
18774,37288,21,1
18774,26367,22,1
18774,4163,23,1
18774,22276,24,1
18859,49235,1,0
18859,18465,2,0
18859,43295,3,0
18859,27735,4,0
18859,45916,5,0
18859,25919,6,0
18859,46906,7,0
18859,21526,8,0
18859,21903,9,0
18877,38544,1,1
18877,29447,2,1
18877,4962,3,1
18877,31433,4,1
18877,44047,5,0
18877,18362,6,0
18877,23953,7,0
18877,27951,8,0
18877,27553,9,1
18877,41950,10,0
18900,29223,1,1
18900,23341,2,1
18900,17981,3,1
18900,45037,4,0
18900,37311,5,1
18900,24852,6,1
18900,10492,7,0
18900,17449,8,0
18900,3522,9,0
18960,30352,1,1
18960,44548,2,1
18960,42580,3,0
18960,33184,4,0
18960,21011,5,0
18960,23288,6,0
18960,4210,7,0
18960,26342,8,0
18960,21064,9,0
18960,13277,10,0
18960,10259,11,0
18960,28606,12,0
18997,43798,1,0
18997,13176,2,0
18997,47766,3,0
18997,21903,4,1
18997,38419,5,0
18997,2228,6,0
18997,27521,7,0
18997,28928,8,0
18997,49235,9,1
18997,18465,10,1
18997,2664,11,0
18997,38984,12,0
18997,5114,13,0
18997,34249,14,0
18997,8357,15,0
18997,19048,16,0
19059,25495,1,1
19059,9076,2,0
19059,19340,3,1
19059,5112,4,1
19059,43352,5,0
19059,7901,6,0
19059,25931,7,1
19059,13194,8,0
19068,18599,1,1
19068,30962,2,1
19068,30016,3,0
19068,17154,4,1
19068,38159,5,0
19068,21137,6,1
19068,22474,7,0
19068,26790,8,0
19068,34448,9,0
19068,1700,10,0
19100,43295,1,0
19100,23977,2,0
19100,14881,3,1
19100,6151,4,0
19141,35951,1,1
19141,33000,2,1
19141,128,3,0
19141,18023,4,1
19154,47763,1,1
19154,22856,2,0
19154,25005,3,0
19154,49044,4,0
19154,44524,5,0
19154,21174,6,0
19220,24964,1,0
19220,34243,2,1
19220,49683,3,1
19262,15290,1,1
19262,714,2,1
19262,49683,3,1
19262,32727,4,1
19262,850,5,1
19262,21925,6,1
19262,37004,7,1
19262,47305,8,1
19262,47585,9,1
19262,43183,10,1
19262,45190,11,1
19262,4605,12,0
19262,13203,13,0
19262,11678,14,1
19262,21330,15,1
19262,6261,16,1
19262,35390,17,0
19262,40538,18,0
19262,45066,19,0
19336,44292,1,1
19336,1359,2,0
19336,46962,3,0
19336,4605,4,0
19336,13231,5,0
19336,46667,6,0
19336,24964,7,1
19336,44449,8,0
19336,27744,9,0
19336,31717,10,0
19336,33000,11,0
19421,30353,1,1
19421,31748,2,1
19421,31964,3,1
19421,45747,4,1
19421,31848,5,1
19421,2745,6,1
19421,13087,7,0
19421,28015,8,1
19421,43070,9,1
19421,40490,10,1
19421,44234,11,0
19421,39032,12,0
19423,9595,1,0
19423,9825,2,0
19423,38689,3,1
19423,19161,4,1
19423,18798,5,1
19423,16613,6,0
19423,21137,7,1
19423,10599,8,1
19423,11352,9,1
19423,16185,10,1
19423,44075,11,1
19474,24799,1,1
19474,40002,2,0
19474,37646,3,1
19474,8309,4,1
19474,2361,5,1
19474,22828,6,0
19474,9405,7,1
19474,4831,8,0
19474,44632,9,1
19474,13596,10,1
19474,10339,11,1
19474,40268,12,1
19474,7131,13,1
19474,34110,14,0
19570,49235,1,1
19570,13733,2,0
19570,3952,3,0
19570,43371,4,0
19570,14242,5,0
19570,26901,6,0
19570,2078,7,1
19570,16797,8,0
19570,41716,9,0
19570,1804,10,1
19570,41054,11,0
19570,8871,12,0
19608,6287,1,1
19608,36865,2,1
19608,20082,3,1
19608,38689,4,1
19608,17122,5,0
19608,4920,6,1
19608,31927,7,0
19608,3142,8,0
19608,44359,9,0
19608,45965,10,1
19608,44422,11,1
19608,44479,12,0
19608,20114,13,0
19608,10108,14,1
19608,260,15,0
19608,20574,16,1
19608,21295,17,0
19608,47766,18,1
19608,45603,19,1
19608,17630,20,1
19608,2450,21,1
19608,25890,22,1
19608,44632,23,1
19608,36180,24,0
19608,22451,25,0
19608,35547,26,0
19608,29993,27,1
19608,21334,28,0
19608,24009,29,0
19608,13733,30,0
19608,5652,31,0
19608,22935,32,1
19608,43192,33,0
19612,32052,1,0
19612,3957,2,0
19612,13176,3,0
19612,28021,4,0
19635,9390,1,1
19635,44533,2,1
19635,14766,3,1
19635,8277,4,1
19635,11520,5,1
19635,10749,6,0
19635,44054,7,0
19635,14702,8,1
19668,13176,1,1
19668,33754,2,1
19668,27966,3,1
19668,21137,4,1
19668,13517,5,1
19668,12745,6,1
19668,19057,7,1
19668,48857,8,1
19668,10070,9,1
19668,41950,10,1
19668,42828,11,1
19668,28576,12,0
19668,18523,13,1
19668,27744,14,1
19668,44560,15,1
19668,17600,16,0
19668,21405,17,1
19668,13984,18,1
19668,32537,19,1
19668,22935,20,1
19668,22451,21,0
19668,14742,22,0
19814,18564,1,1
19814,34379,2,1
19814,42309,3,1
19814,8193,4,1
19814,23650,5,1
19814,32486,6,1
19814,47766,7,0
19814,28874,8,0
19847,12891,1,0
19847,45007,2,1
19847,9000,3,0
19847,4605,4,1
19847,28985,5,1
19847,1999,6,0
19847,20383,7,0
19847,29487,8,0
19847,39121,9,0
19847,41540,10,1
19847,21903,11,1
19847,36438,12,0
19847,5450,13,0
19847,49075,14,0
19847,37065,15,0
19847,48600,16,0
19847,20597,17,0
19847,31342,18,0
19847,93,19,0
19847,28859,20,0
19990,34993,1,1
19993,47270,1,0
19993,30024,2,0
19993,43049,3,0
19993,1934,4,1
19993,49184,5,0
20135,19445,1,0
20135,24562,2,0
20135,13516,3,1
20135,44199,4,1
20135,12702,5,0
20135,41545,6,1
20135,33373,7,0
20135,14623,8,0
20309,9946,1,1
20318,30489,1,1
20318,421,2,1
20318,46107,3,1
20320,17207,1,1
20320,3298,2,1
20320,19887,3,0
20451,41149,1,0
20451,35503,2,1
20451,17828,3,1
20451,16421,4,1
20451,48513,5,1
20451,19101,6,1
20498,22803,1,1
20498,3634,2,1
20498,23645,3,1
20498,46440,4,1
20498,32030,5,1
20498,37119,6,1
20498,25095,7,1
20498,37524,8,1
20543,21174,1,0
20543,13176,2,1
20543,45123,3,1
20543,31720,4,1
20572,21847,1,1
20572,43875,2,1
20572,38192,3,0
20572,5114,4,0
20572,34134,5,1
20572,28378,6,0
20572,44787,7,1
20572,14211,8,0
20572,42345,9,0
20572,8186,10,0
20572,22122,11,0
20572,36340,12,0
20572,46350,13,0
20572,29479,14,0
20572,32989,15,0
20572,2923,16,0
20572,15398,17,0
20580,9390,1,1
20580,37176,2,0
20580,47025,3,1
20580,47641,4,0
20580,27668,5,0
20580,43692,6,0
20580,8204,7,0
20687,41840,1,1
20687,9618,2,0
20687,16676,3,0
20687,10691,4,0
20687,39623,5,0
20687,781,6,0
20687,40604,7,0
20687,34884,8,0
20691,26684,1,0
20691,13176,2,0
20691,4920,3,0
20691,43735,4,0
20691,5373,5,0
20691,34448,6,0
20691,46802,7,0
20691,1158,8,0
20691,8518,9,0
20691,38510,10,0
20691,26558,11,0
20694,21288,1,1
20694,35395,2,0
20694,33621,3,0
20694,47431,4,0
20694,5550,5,0
20694,17825,6,0
20735,35815,1,0
20735,14833,2,0
20735,30450,3,0
20735,22760,4,0
20735,24561,5,1
20735,39561,6,0
20735,40268,7,0
20735,23047,8,0
20735,11350,9,0
20735,12023,10,0
20735,37938,11,0
20735,44182,12,0
20735,44229,13,1
20735,6104,14,0
20735,30442,15,0
20735,47526,16,0
20735,17027,17,1
20735,9964,18,1
20735,11572,19,1
20735,7912,20,0
20735,13176,21,1
20735,21137,22,1
20735,20734,23,1
20735,25718,24,0
20772,17468,1,0
20772,33735,2,0
20772,28785,3,0
20772,5373,4,0
20879,21903,1,1
20879,43352,2,1
20879,25330,3,1
20959,45154,1,1
20959,14233,2,1
20959,13176,3,1
20967,45066,1,1
20967,13176,2,1
20967,45123,3,1
20998,24852,1,1
20998,30489,2,1
20998,32959,3,1
20998,15604,4,1
20998,36606,5,1
20998,43086,6,1
20998,39877,7,1
20998,40604,8,1
20998,12016,9,1
20998,20842,10,1
20998,27966,11,1
20998,25890,12,0
20998,38456,13,1
20998,1244,14,0
20998,41950,15,1
20998,45646,16,0
20998,28204,17,1
21015,651,1,0
21015,26668,2,0
21015,42768,3,0
21015,43122,4,0
21015,20383,5,0
21015,39180,6,0
21015,12797,7,0
21015,8277,8,1
21015,17429,9,1
21015,34243,10,1
21015,8018,11,1
21015,14971,12,1
21015,43465,13,0
21015,12206,14,1
21015,48600,15,1
21015,44422,16,1
21027,29487,1,1
21027,28842,2,1
21027,9477,3,0
21027,5025,4,0
21053,14464,1,1
21053,32156,2,1
21053,15654,3,0
21053,3502,4,0
21053,12406,5,0
21074,5077,1,1
21074,13976,2,1
21074,3512,3,0
21074,26600,4,1
21074,10580,5,0
21074,39275,6,1
21091,24852,1,1
21091,38273,2,1
21091,22395,3,1
21091,7021,4,1
21091,29987,5,0
21091,41593,6,0
21091,44632,7,1
21091,42701,8,1
21091,46686,9,1
21091,5450,10,1
21091,28849,11,1
21091,23645,12,0
21106,35951,1,1
21106,38322,2,0
21106,31869,3,1
21106,13176,4,1
21106,24964,5,0
21106,31717,6,1
21106,29801,7,0
21110,35951,1,0
21110,45066,2,0
21110,26620,3,0
21110,36397,4,0
21110,1308,5,0
21110,26788,6,0
21178,8571,1,0
21178,7948,2,1
21178,14364,3,1
21178,39275,4,1
21214,44635,1,0
21214,7644,2,1
21214,15129,3,0
21214,22943,4,0
21214,13658,5,0
21214,18519,6,0
21214,8214,7,0
21214,40732,8,0
21214,16213,9,1
21214,24037,10,0
21214,21501,11,0
21214,22989,12,0
21214,31521,13,0
21214,16555,14,0
21217,18689,1,1
21217,27509,2,1
21217,48287,3,0
21217,37158,4,1
21217,47209,5,1
21217,11945,6,1
21217,45633,7,1
21217,30391,8,1
21217,16589,9,1
21217,13176,10,1
21217,19176,11,1
21217,29370,12,1
21217,27336,13,1
21217,36082,14,0
21217,47119,15,0
21217,45007,16,1
21217,25157,17,1
21217,12669,18,0
21217,40568,19,0
21217,11452,20,1
21217,11520,21,1
21217,10662,22,0
21246,20512,1,1
21246,19204,2,1
21246,24852,3,1
21246,42585,4,1
21246,47209,5,1
21246,19706,6,1
21246,28851,7,1
21246,40174,8,1
21246,33768,9,0
21246,30489,10,0
21246,41065,11,0
21246,45073,12,0
21246,16759,13,0
21246,43889,14,0
21247,3330,1,1
21247,33198,2,1
21247,24852,3,1
21247,28985,4,1
21247,2807,5,0
21247,24184,6,0
21247,21938,7,0
21247,22935,8,1
21283,27247,1,1
21283,42526,2,1
21283,29118,3,1
21283,44008,4,1
21315,43154,1,1
21315,13176,2,1
21315,21560,3,1
21315,9839,4,1
21315,43789,5,1
21315,21405,6,1
21315,1896,7,1
21315,27690,8,0
21315,47626,9,1
21315,6000,10,1
21315,46770,11,0
21315,35352,12,0
21378,47209,1,0
21378,40706,2,0
21378,41787,3,0
21378,21405,4,0
21378,3464,5,0
21378,36695,6,0
21378,30720,7,0
21378,26283,8,0
21378,4086,9,0
21378,28842,10,0
